date,country,position,streams,track_id,artists,artist_genres,duration,explicit,name,streams_agg
11-08-2013,Hong Kong,46,1691,35XxcGMWhusoO3zWY84uOI,['Skylar Grey'],"['viral pop', 'piano rock']",208893,False,Wear Me Out,1691
11-11-2021,Russian Federation,36,273775,35Zuyyl5v2Do3Q5X0ygYQD,['Oxxxymiron'],"['russian hip hop', 'russian trap', 'russian grime']",163311,False,Цунами,725666
23-12-2021,Hong Kong,13,118033,35bTq9CeIvJQTKrPuSoDv8,"['Keung To', 'AGA']","['cantopop', 'hk-pop']",219462,False,I Know (feat. AGA),3132241
05-12-2019,Egypt,183,4108,35dwOP3oizp5HSdrpjDs5F,['Wegz'],"['egyptian trap', 'egyptian hip hop']",216006,False,تي ان تي,151681
06-10-2016,France,168,82560,35h5qWIxiIwJN8N9yWHv2P,['Dosseh'],"['rap francais', 'pop urbaine', 'francoton', 'french hip hop']",306320,True,Abel & Caïn,350492
19-01-2023,Romania,64,51962,35k1HtCpLlTncvJpipWVrL,"['Nicole Cherry', ""Carla's Dreams""]","['romanian pop', 'moldovan pop']",202500,False,Din cauza ta,514134
21-05-2015,Sweden,183,72864,35k41KlhGHwZOEbYrKGQVi,['Ulrik Munther'],"['swedish idol pop', 'swedish pop']",251186,False,Allt jag ville säga,113209
18-10-2018,Finland,99,76565,35kXerSX4DibAw2gjfrNJO,['Stam1na'],"['finnish progressive metal', 'suomi rock', 'finnish heavy metal', 'finnish metal', 'progressive thrash', 'finnish punk']",151108,False,Hyvää yötä,76565
13-09-2018,Latvia,108,5563,35poFvLMiXHPZsItZ0HiHZ,['Tima Belorusskih'],"['russian dance', 'belarusian hip hop', 'belarusian pop', 'russian pop', 'russian hip hop']",197083,False,Мокрые кроссы,1127173
01-03-2015,Estonia,74,3374,35tEIx5jrRoAiRDO7x2e9K,['Ewert and the Two Dragons'],"['estonian indie', 'estonian rock', 'estonian pop']",273084,False,Circles,12065
21-05-2015,Colombia,199,5319,35u3Isd3DuXKAEC7JCC0lB,['Bomba Estéreo'],"['tropical alternativo', 'pop electronico', 'latin alternative', 'cumbia']",237293,False,Somos Dos,2593785
13-06-2019,Türkiye,5,997915,35u4yRijMBIcZ4t6jm0NEf,"['Khontkar', 'Ben Fero']","['turkish trap', 'turkish trap pop', 'turkish hip hop', 'new school turkce rap', 'turkce drill']",243832,True,JENGA,19732950
22-09-2022,Chile,188,240420,35ywixbXivTHRfXKD2Q59K,['Grupo Zúmbale Primo'],['cumbia ranchera'],180912,False,Cinco Días,3328051
22-02-2018,United Kingdom,187,315216,35zrlBOjpfDPMcZzglWOuV,['Muse'],"['rock', 'modern rock', 'permanent wave']",206098,False,Thought Contagion,556099
28-04-2022,Germany,168,405623,360Wr96ywrCQq4kTAJ8Pq6,['Melanie Martinez'],"['electropop', 'pop', 'alt z']",220013,False,Pacify Her,2575920
15-09-2016,Hungary,34,23903,361EamWYN312TFEpgNBDTE,"['Halott Pénz', 'Agebeat & Kovary']",['hungarian pop'],220327,False,Élnünk Kellett Volna,1295150
04-02-2021,Italy,174,254705,361UCyu0eeQnfw2FCEy8tv,['Mahmood'],['italian pop'],234274,False,Inuyasha,10568745
29-09-2013,,50,1188405,36482hNESSwELpr9sS3NbE,"['Fergie', 'Q-Tip', 'GoonRock']","['dance pop', 'hardcore hip hop', 'alternative hip hop', 'rap', 'neo soul', 'queens hip hop', 'hip hop', 'pop', 'east coast hip hop', 'post-teen pop', 'urban contemporary']",241306,False,A Little Party Never Killed Nobody (All We Got),21730662
10-12-2020,Japan,152,184352,364JzOajs76bJymjHm3sVY,['Kenshi Yonezu'],"['anime', 'j-pop']",238533,False,ピースサイン,6396928
17-12-2020,Spain,79,517535,365Tuoe67LpDMy7G1L0pKk,['Aitana'],"['latin pop', 'latin talent show', 'spanish pop']",141335,False,X (POR),517535
14-09-2017,Italy,80,235105,366B0XfVHvqx8aO7eGpWjA,['Rkomi'],"['italian pop', 'italian hip hop']",156400,False,Io In Terra,235105
19-08-2021,France,151,282686,367BbT7Cg2xZLv5redErC9,"['Bob Sinclar', 'Molly Hammar']","['edm', 'filter house', 'electro house', 'vocal house', 'dance pop', 'disco house', 'swedish pop', 'swedish idol pop']",164506,False,We Could Be Dancing (feat. Molly Hammar),282686
27-09-2018,Türkiye,164,85418,3680BySvfM1uqwOTcKrReI,['KÖK$VL'],"['turkish hip hop', 'turkce trap metal', 'new school turkce rap', 'turkish trap']",198942,True,Umut,85418
09-02-2023,Hungary,13,204531,36BUjFSteZsyz3VWU88VlO,['Manuel'],['hungarian pop'],164333,False,Rossz kéz,801760
19-01-2023,Lithuania,86,14262,36CwyCUu8fyBx1mBFMTs4j,['Proflame'],"['lithuanian pop', 'lithuanian trap']",161433,True,NUOTYKIS,169256
05-11-2020,France,87,415744,36DkckOfvhhp7frRM0KfuO,['PRIME'],"['rap francais', 'pop urbaine', 'french hip hop']",156919,True,Canon long,726273
05-12-2019,India,85,178991,36EPfDEkfLYQLt8Fvced8x,['Harrdy Sandhu'],"['punjabi pop', 'desi pop']",171600,False,Dance Like,6021562
12-10-2014,Finland,31,122310,36JzT19ZPr96WjmrPIxTcK,['Haloo Helsinki!'],"['suomi rock', 'finnish dance pop', 'finnish pop']",265906,False,Ihmisen kuvat,489416
23-05-2019,Bulgaria,6,29579,36K4JkkYULpfhYuuemxJMp,"['Mascota', 'D-Trax', 'Itzo Hazarta']","['bulgarian rock', 'bulgarian pop', 'bulgarian hip hop', 'bulgarian electronic']",188012,True,Izvestna,383674
25-11-2021,Czechia,48,72191,36McweTkHeoHBgHNnrIbP4,"['Calin', 'kvítek']","['czsk hip hop', 'czsk emo rap']",204631,False,Tiká,155584
26-08-2021,Norway,136,78955,36OnIyPQUEWcZR8p5VaGuS,['Torine'],['norwegian pop'],175412,True,Olivia,78955
26-12-2019,Brazil,179,705409,36P6ptTyxOggYgR2aoZiAl,"['Diego & Victor Hugo', 'Raí Saia Rodada']","['sertanejo pop', 'sertanejo universitario', 'arrocha', 'forro']",158661,False,Pisadinha - Ao Vivo,14044300
14-11-2019,Sweden,17,596563,36PmEygsTYCGS0iNjFIngJ,['Ant Wan'],"['swedish trap', 'swedish gangsta rap', 'swedish trap pop', 'swedish drill', 'swedish hip hop']",163111,False,Ya Rab,1568500
01-11-2018,Thailand,15,104323,36QNwsq4EpOdS3E4WEJphO,['THE TOYS'],['thai pop'],158000,False,พูดไม่ออก,5847503
06-08-2020,Spain,194,262578,36RSTxIzBjAj8l47ZLIhMw,"['Don Patricio', 'Aissa', 'Lucas Otero']","['urbano espanol', 'rap canario']",189319,False,Cambio de Temperatura,262578
26-12-2019,Paraguay,191,17631,36TIklA7o1T0eXS83n1amI,['Los Angeles De Charly'],"['ranchera', 'tropical', 'musica mexicana']",230266,False,Que Levante La Mano,3959074
22-12-2022,Thailand,71,180363,36TewRW96x3ZS0ysUUPAxN,['No One Else'],['thai pop'],198000,False,กี่เพลงรักที่ผ่านไป ก็ยังไม่เคยได้ใช้กับใครสักที,298310
24-02-2022,Brazil,115,1004418,36VuUsoIGq395mwQFhhXfY,['Zé Vaqueiro'],"['arrocha', 'forro de favela']",156315,False,Adivinha Aí,5209764
05-08-2021,Russian Federation,69,145417,36W02sCbiFy6lQTEHCV7Ci,['uglystephan archive'],[],188871,True,Slime Love,1251108
10-09-2020,Norway,27,281568,36XsRDDHtYkLL9bCm0xJ26,['Kamelen'],"['norwegian trap', 'norwegian pop', 'norwegian pop rap']",171500,True,TILBAKE I CITY,1327729
10-11-2022,Italy,55,721863,36Y5DDHeA8IXxR5foShbSH,"['Rondodasosa', 'Nko']","['drill italiana', 'trap italiana', 'italian hip hop']",208785,True,TRENCHES BABY,721863
30-04-2015,Finland,138,27970,36gv9dPeE9h1Wb4pI6EQ1K,['Valovuosi'],['finnish dance pop'],186480,False,Aurinkokuningatar,2571399
16-11-2014,Netherlands,100,64581,36h4XIvki18QipZNmpoqFd,['Racoon'],"['dutch pop', 'dutch rock']",225065,False,Brick By Brick,3490463
11-01-2018,France,60,330459,36h5D83xrFPlEBCkySUJI5,['Moha La Squale'],"['rap francais', 'pop urbaine', 'french hip hop']",139480,True,Rémi sans famille,1053619
13-10-2013,United Kingdom,44,95751,36h7oXucC5CDeISF2LfYxV,"['Sub Focus', 'Kele']","['uk dance', 'new rave', 'drum and bass', 'alternative dance', 'dancefloor dnb', 'uk dnb']",193186,False,Turn It Around,95751
30-01-2020,Netherlands,78,353031,36iVX3FqcNzIRz7P6sSZxN,"['Famke Louise', 'Afro Bros']","['dutch house', 'dutch hip hop', 'dutch pop', 'dutch rap pop', 'basshall']",167212,True,Sexy Loca,353031
15-02-2018,Germany,186,270786,36jLyaYGwrlOz0fpQzQzIm,"['Bausa', 'Nura']","['frauenrap', 'german hip hop']",202864,True,In Berlin (feat. Nura),270786
20-10-2022,Sweden,186,122864,36jMu03qVcjYAccvQLmAMR,['Tom Walker'],"['indie anthem-folk', 'uk pop', 'pop']",166874,False,The Best Is Yet to Come,950473
02-04-2020,Italy,25,760995,36jzkozloE2nFefpcJUw32,['Dani Faiv'],['italian hip hop'],164746,True,In peggio - prod. Strage,4299848
11-11-2021,"Korea, Republic of",4,70486,36kGkexLBfRK1hqdJ6qmaE,"['Anandelight', 'unofficialboyy', ""BE'O"", 'Geegooin', 'Mudd the student', 'MINO']","['k-rap', 'korean trap', 'k-pop']",327624,False,BREATHE (Feat. MINO) (Prod. GRAY),751516
28-12-2017,Türkiye,147,66466,36lkHAhOFX2hmGlpccSSrW,['Gazapizm'],['turkish hip hop'],200306,False,Gece Sabahın,1216069
27-06-2019,Saudi Arabia,152,10357,36mwKavZ7UOWzFvTBoDtWL,['Fahed Bin Fasla'],"['khaliji', 'sheilat']",184987,False,تخيل,250644
25-02-2021,Norway,116,95703,36o2f43FZn25K3RX9pwtGZ,"['Natnael', 'Isah']","['norwegian pop rap', 'norwegian pop']",174506,True,Seigmenn (feat. Isah),95703
30-07-2020,Saudi Arabia,186,11178,36oBRRkz5DHidpb247aPYy,['Fahed Bin Fasla'],"['khaliji', 'sheilat']",263600,False,ولع الشباب,84919
08-02-2015,United Kingdom,174,101760,36pzlosTDoUji9qxWLy8ej,['Royal Blood'],"['modern alternative rock', 'rock', 'alternative rock', 'garage rock', 'modern blues rock', 'modern rock', 'brighton indie', 'modern hard rock']",240572,True,Out of the Black,827006
27-01-2022,United States,76,2224839,36uNbyvWCUwSk3AnpQmu2I,"['iann dior', 'Travis Barker', 'Machine Gun Kelly']","['pop rap', 'melodic rap', 'rap rock', 'rap', 'ohio hip hop', 'pop']",172600,False,thought it was (feat. Machine Gun Kelly & Travis Barker),3337324
16-09-2021,Slovakia,173,12146,36xDYUUkUuXWM99bPNFe9o,['Horkýže Slíže'],"['slovak pop', 'slovak rock', 'czech rock', 'slovak punk']",210020,False,Rampa,29494
29-08-2019,,177,4709699,3707IBa4HnS3zDDoWfeUBl,['Charlie Puth'],"['dance pop', 'viral pop', 'pop']",159782,False,I Warned Myself,25736601
07-04-2022,"Korea, Republic of",139,13879,370HUQ80ZczhMaWuFZO54Q,['BIGBANG'],"['k-pop', 'k-pop boy group']",228213,False,FLOWER ROAD - KR Ver.,44718
23-12-2021,,129,7238181,370oYn3s5EKu7ziUpMQQTr,['Amy Grant'],['christian music'],143320,False,White Christmas,27363504
12-04-2018,Sweden,159,138506,371akJ9fYgSkrAFMyWoTdL,['Band of Horses'],"['modern rock', 'stomp and holler', 'indie rock']",228646,False,No One's Gonna Love You (Stockholm Version),266264
08-06-2017,Italy,75,182174,371eB6DPUdMGwBIAAXXyea,['RIKI'],"['italian pop', 'italian adult pop']",236600,False,Sei mia,557898
26-04-2018,Türkiye,143,74791,3720qys2QRBchMbUDCWims,['Şanışer'],['turkish hip hop'],224469,False,Yanlışlara Gidiyorum,360801
06-01-2022,Romania,99,24572,3741dyZRKWQQZxy2dplpWp,"['Oscar', 'Supernova']","['romanian trap', 'italian tech house']",207437,True,Anturaj,50448
26-12-2019,Greece,125,19648,378JlQywDc5Bwcj9nD3DDK,"['Thitis', 'Dj Scumvag']","['greek hip hop', 'greek underground rap']",170093,True,Billy Pies,33493
04-06-2015,Sweden,206,26721,37BBA1spQOJPP3GWD7NCXI,"['Medina', 'Dani M']","['swedish gangsta rap', 'swedish trap pop', 'swedish hip hop', 'swedish pop', 'swedish dancehall', 'swedish reggae']",211880,False,Vapenvila (feat. Dani M),38738
18-07-2019,Iceland,12,40753,37BwihRGjxMxM1N7iDeQrU,['Séra Bjössi'],"['icelandic pop', 'icelandic hip hop']",159624,True,Single í dalnum,949160
29-11-2018,Sweden,52,312522,37CZnPE61Mz46jV3DjF7RN,['Z.E'],"['swedish trap', 'swedish gangsta rap', 'swedish trap pop', 'swedish drill', 'swedish hip hop']",149333,False,Is i Magen,493290
20-05-2021,Saudi Arabia,131,18263,37Dij6t00vGWiebXZBqCtB,"['Ziyad Al Zahem', 'Mansour Al Wailey']",[],218906,False,Tik Tak,457510
14-05-2015,United States,170,455524,37EDnGj3yFe5Hs4Zk3s3YF,['Meek Mill'],"['pop rap', 'trap', 'hip hop', 'philly rap', 'southern hip hop', 'rap']",170882,True,Monster,2839920
01-10-2015,Slovakia,177,1181,37EqzH7zwUJWQZw6MnOy2O,"['Strapo', 'Marian Cekovsky']","['czsk hip hop', 'slovak hip hop']",283493,True,Tulák (feat. Marián Čekovský),5687
12-08-2021,Sweden,10,666272,37IQEsFfN0vShGeJ6QhZy6,"['HAVAL', 'Manny Flaco']","['swedish trap', 'swedish hip hop', 'swedish trap pop', 'swedish gangsta rap']",146245,True,KINGSTON,3842955
14-11-2019,Egypt,14,13535,37Icr8v8N2lUpWMSL7jAhE,['Amr Diab'],"['rif', 'persian pop', 'arab pop', 'belly dance', 'egyptian pop']",222000,False,Odam Merayetha,624505
14-05-2020,Philippines,136,188096,37IyluB7MO8TMJGSf4h4dz,"['Tanya Manalang', 'Reb Atadero', 'Topper Fabregas', 'Boo Gabunada']",[],207975,False,Alapaap / Overdrive,1321659
08-03-2018,Japan,196,30239,37LA4iubhrHGCEamTRvEc1,['GReeeeN'],"['j-poprock', 'j-pop boy group', 'j-pop', 'j-rock']",267226,False,ハロー カゲロウ,61772
30-06-2016,Spain,197,88144,37NAoeF7EpSDLzofyZFmOR,['Freischwimmer'],"['slap house', 'german dance']",212466,False,California Dreamin - Radio Edit,889092
30-01-2020,Dominican Republic,51,33388,37PA06KMwSls6CDjjn1iZL,['Myke Towers'],"['trap latino', 'reggaeton']",178000,True,Fugaz,116980
15-03-2015,Sweden,140,111924,37PuGmhHTzDbbaUAFKj6bJ,"['Will Sparks', 'Wiley', 'Elen Levon']","['grime', 'edm', 'pop dance', 'electro house', 'big room', 'melbourne bounce international', 'house', 'uk dancehall', 'melbourne bounce', 'uk hip hop', 'australian dance']",195000,True,Ah Yeah So What - Radio Edit,6148147
03-11-2022,Viet Nam,169,54537,37PyxXH5vlbNcYwxOHbfFn,"['SPACESPEAKERS', 'Binz', 'JustaTee', 'Rhymastic', 'SOOBIN']","['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",302000,False,A Veil of Mist,118618
21-03-2019,Denmark,42,163355,37Q9Vqym2HukG1S09zQzhE,['Hans Philip'],['danish pop'],202000,False,Tilbage,343784
26-07-2018,United Kingdom,174,363208,37RKadHJqPuVzlM0tDBC3N,"['Hugh Skinner', 'Lily James']","['hollywood', 'movie tunes']",168800,False,"Waterloo - From ""Mamma Mia! Here We Go Again""",4018470
26-10-2014,Spain,178,59247,37SjdYmzBSEDhy0rs5cQiv,['El Barrio'],"['spanish pop', 'rock andaluz', 'pop flamenco', 'rumba']",262200,False,Cuando el Río Suena,59247
14-01-2021,India,71,449446,37TjLqLaiOX1QmcKPgb3TC,"['Harrdy Sandhu', 'Jaani', 'Sargun Mehta']","['punjabi pop', 'desi pop']",228387,False,Titliaan Warga,3825575
05-05-2022,"Korea, Republic of",124,16972,37YoRLUu1qId0ewavgvnkG,['LE SSERAFIM'],[],201894,False,Blue Flame,793416
01-10-2015,Sweden,138,108050,37aStseEdbd33KlmUlIHX6,['Avicii'],"['edm', 'dance pop', 'pop rap', 'pop dance', 'pop']",245813,False,Ten More Days,1317212
05-12-2019,Argentina,127,255807,37b2LyzvKZduFJd8GmJhJW,"['C.R.O', 'Cazzu']","['trap argentino', 'reggaeton', 'trap triste', 'argentine hip hop', 'rap latina', 'trap latino']",164986,False,After House,2171457
30-09-2021,Finland,62,69743,37dGW3mmdqh6QX41CBuBYJ,['Ellinoora'],"['suomi rock', 'finnish dance pop', 'finnish pop']",196128,False,Viimeiset romantikot,69743
17-09-2020,Estonia,35,11425,37eWPneSbEcnCAUht5N2Cd,"['pluuto', 'villemdrillem']","['estonian hip hop', 'estonian pop']",143918,True,Tesla,17136
25-11-2021,France,11,2266422,37elS4BnxlVk2Ow5ig3LO9,['Orelsan'],"['rap conscient', 'french hip hop', 'old school rap francais']",182066,False,Bébéboa,6166212
02-09-2021,"Taiwan, Province of China",49,99549,37f3lHvINSdzriJeBNTuJY,['Julia Wu'],"['chinese electropop', 'taiwan pop', 'mandopop']",157270,False,精神分裂,1028357
09-01-2020,Brazil,192,588347,37hCsK2djczyRGWMjqzbxD,"['Mc Lele JP', 'MC Neguinho do Kaxeta']","['funk paulista', 'funk ostentacao', 'funk carioca', 'funk consciente']",236000,False,Sou Vitorioso,26573299
17-01-2019,France,93,348812,37j9w9DXTLoMISfKiPKsk6,"['T2R', 'DJ Mike One']","['pop urbaine', 'francoton', 'zouk riddim']",227840,False,Loka 3,2450724
07-01-2016,United States,157,681970,37k7igIs7IrMVUadwWKHJ6,"['R. City', 'Chloe Angelides']","['reggae fusion', 'virgin islands reggae']",206706,False,Make Up (feat. Chloe Angelides),4624489
15-10-2015,Italy,190,32308,37nGsZlBS9AkDSAyssoVQS,['Benji & Fede'],"['italian pop', 'italian adult pop']",216053,False,Tempo di cambiare,32308
30-08-2018,Austria,189,22860,37oXzLt1lUnZdsKtzCN44m,['POWERKRYNER'],['volkspop'],248805,False,Ham kummst - Selecta Mix,22860
09-02-2014,Spain,42,118926,37pvm7VaJMiLxQbLp4hxP6,['Leiva'],"['spanish pop', 'latin arena pop', 'spanish rock']",207360,False,Los Cantantes,118926
28-05-2015,Türkiye,227,1951,37ruxHZEZ5C00K3JGqjXFb,['Can Bonomo'],"['turkish pop', 'eurovision', 'turkish rock']",184954,False,Hikayem Bitmedi,777837
21-10-2021,Norway,97,91869,37s31019WURm3amJCGKAMk,"['Jesper Jenset', 'vinni']","['norwegian hip hop', 'norwegian indie', 'norwegian pop rap', 'norwegian pop']",140332,True,Diskotek,91869
03-12-2020,Czechia,2,222383,37uOqc0bL4GBiG5Dpm6dQf,"['Yzomandias', 'Nik Tendo', 'Smack']","['czech hip hop', 'czsk hip hop', 'czech drill']",181714,True,Amnezia,1763519
16-04-2020,Iceland,176,5267,37ufVhqb42SLIpMWuMQ0OH,['Ferðumst innanhúss'],[],233337,False,Ferðumst innanhúss,5267
01-10-2015,Mexico,159,131309,37wqQhWWOkv7PMq17XNW8B,"['A-Trak', 'Jamie Lidell']","['canadian electronic', 'turntablism', 'electro house', 'soul', 'electronic trap', 'neo soul', 'funk', 'pop soul']",221034,False,We All Fall Down (feat. Jamie Lidell),1002315
23-09-2021,Romania,100,21833,37yYzLTWB0gmNxlwapIerK,"['RAVA', 'Kiv-U']",['romanian trap'],123428,True,CLIK,103147
31-10-2019,,111,6381702,37zdqI4r1gswIzczSBkRon,"['Lunay', 'Ozuna', 'Anuel AA']","['reggaeton', 'latin hip hop', 'puerto rican pop', 'trap boricua', 'latin pop', 'reggaeton flow', 'trap latino']",217129,False,Aventura,288511712
20-01-2022,"Taiwan, Province of China",140,56115,380m8wx1X9cSSSF5If2D9X,['Jackson Wang'],['k-pop'],273133,False,王嘉爾,188629
28-02-2019,Türkiye,107,146206,381kyofsIJKajRfX9iKLs8,['Rauf & Faik'],['russian pop'],188362,False,Детство,29062125
12-03-2020,Finland,65,90720,382Xvgu7d2TpeLBh7vyvof,['Kymppilinja'],"['finnish hip hop', 'finnish dance pop', 'finnish pop']",204369,False,Mombasa,239074
30-04-2015,Switzerland,141,7255,383Scu9N6KodeeWfZXhOH5,['Nickless'],"['swiss indie', 'swiss pop']",210893,False,Waiting,40283
25-02-2021,Russian Federation,121,92951,3858LZVkoxKeKelqBGHB6K,['УННВ'],"['russian hip hop', 'russian underground rap']",209580,True,Без даты,5925271
22-10-2020,Brazil,190,616215,38BuaDkieTqCDqaawXsf78,"['MC Paulin da Capital', 'Mc Magal', 'Mc Lele JP', 'Mc Neguinho do ITR', 'Mc Barone', 'Mc CL', 'MC Yuri', 'Mc Piedro', 'Mc Dricka', 'Mc Lipi']","['funk carioca', 'funk mtg', 'funk bh', 'funk paulista', 'funk consciente', 'funk ostentacao']",475200,False,SET DJ GM 2.0,3141881
14-01-2021,Finland,145,43318,38CibVaQTmKOQI9GRIDnPg,['Helena Routa'],['finnish pop'],220713,False,Helvetti jäätyy,88316
29-03-2018,France,107,292733,38FUqKeBzpXxqbbEDJqfyI,['GIMS'],"['rap conscient', 'francoton', 'french hip hop']",236000,False,T'es partie,470874
08-10-2020,Russian Federation,61,127883,38HY8JklUp2o1hcC3K2vdM,['WAVYVIBE'],[],197015,False,Miser,153774
24-11-2022,Ukraine,7,100016,38Jz5IUEXhwvI8c9GKODQU,['kizaru'],"['russian trap', 'russian hip hop', 'russian emo rap']",151784,True,Break Up,118045
09-05-2019,Germany,146,467261,38Ldb4P8dfdCWrYCjUPFAc,['Joshi Mizu'],"['deep german hip hop', 'german hip hop']",185248,True,Ching Ching,467261
05-05-2016,Brazil,109,172260,38MpAndIjGAyVdcC6npX95,['Marília Mendonça'],"['sertanejo', 'arrocha']",201904,False,Infiel - Ao Vivo,44480598
15-10-2015,Malaysia,159,10068,38NcujwqkcW32J97GNQk60,['Eleena Harris'],['malaysian pop'],241000,False,Terlalu Rindu,454472
10-10-2019,Luxembourg,38,6829,38PBMIaIAYoeKifVB1afD9,['Prince Paris'],[],178775,False,Sleep Talk,14318
09-01-2020,Denmark,50,153454,38PH0BX4W8T15k3ITRMmQM,['Jamaika'],"['danish pop', 'danish hip hop']",120958,True,Bandolero,490826
28-07-2022,Belarus,177,9904,38PbONlnnkIpBXmMK6y5p5,"['DJ SMASH', 'Artik & Asti']","['russian edm', 'russian dance', 'russian pop']",187504,False,CO2,9904
04-03-2021,Norway,96,100404,38Qxu73W4pnkkwlKJaLfUK,"['Rotlaus', 'Synne']","['norwegian pop', 'norwegian country']",242906,False,Ei tid - Akustisk versjon,100404
19-01-2023,Saudi Arabia,118,21154,38SbdnoyKUQrjJqSWSECWw,['diwowmusic'],[],265009,False,عراقي حزين | شلون تنسى- احضانك تدفيني | بطيء مطلوب 2023,214826
26-05-2022,Hungary,10,160098,38U5WKJpBQncqAss18dLrO,"['Azahriah', 'DESH']","['hungarian pop', 'hungarian hip hop']",161082,False,Habibi,2725078
30-09-2021,Norway,67,115956,38UDoZyudPWXLzXRAb71oP,"['Elton John', 'Charlie Puth']","['piano rock', 'mellow gold', 'viral pop', 'glam rock', 'dance pop', 'pop']",208714,False,After All,275087
24-03-2022,Bulgaria,174,6608,38UUNCdCauMgncaYiLMeMy,['SkandaU'],"['bulgarian pop', 'bulgarian hip hop']",198000,False,Diablo,13972
09-04-2020,Greece,1,304259,38WWLroplM6GN2Pw5j8DpO,['Mad Clip'],"['greek hip hop', 'greek trap']",209577,True,Presidente,2099497
15-03-2018,Thailand,127,12200,38YdyNPdurcFGbMDuYxDxi,['iKON'],"['k-pop boy group', 'k-pop']",197213,False,Rubber Band,12200
17-06-2021,United States,73,2392121,38Z8SRBxln5pP7yWLqRYwC,"['Polo G', 'DaBaby']","['rap', 'north carolina hip hop', 'chicago rap', 'trap']",171231,True,Party Lyfe (with DaBaby),3579415
11-07-2019,Romania,142,11271,38ZUf8Pqvq3bUI11eg7Qr2,"['Deliric', 'Silent Strike']","['romanian rap', 'romanian electronic']",201290,False,Zambim Fals,166769
15-09-2022,Colombia,66,316983,38aDYQkkB3DzbF2Rl8lugB,['Wanton chulito'],[],229333,False,Por Ti,1632373
13-02-2020,Hong Kong,193,18688,38bp5iEmgv1pmDDsXjUsQN,['Supper Moment'],['cantopop'],230704,False,等等… (2019),103123
31-03-2022,Morocco,118,17321,38dFwM306LaXqnc4hGHpaB,['Uzishettan'],['rap maroc'],180509,False,Liyem,808772
13-06-2019,Lithuania,25,12926,38j1M6B8qMXTGdROdJJPPk,"['Jovani', 'Justinas Jarutis']","['lithuanian edm', 'lithuanian pop']",197400,False,Wildest Dreams,582417
14-09-2017,Germany,41,865257,38mwJAySCI0sxFWJvN3KbC,"['Miami Yacine', 'Zuna']","['german hip hop', 'albanian hip hop']",229880,True,Großstadtdschungel,4316817
21-01-2016,Finland,90,43414,38nI8AvNRL1pHQflUjeBBE,['Portion Boys'],['finnish dance pop'],194000,False,Sierralla Nevadaan,912251
09-11-2017,Finland,99,80207,38pUcWsPpSX22w9MlzMhc2,['Jannika B'],"['suomi rock', 'iskelma', 'finnish dance pop', 'finnish pop']",227181,False,Riisu Kokonaan,1401272
02-07-2015,"Taiwan, Province of China",259,2066,38qXpMu66QLcmjWQNFGSY8,['Anthony Neely'],[],303060,False,散場的擁抱,3816
05-09-2019,Nicaragua,70,11366,38qnaOIvOPRQd9Y82yTz4u,['Adonis 66'],[],294624,True,My Hometown,11366
12-12-2019,Portugal,81,53571,38skB1K2bX6lQEiQQyMboa,['Sippinpurpp'],"['trap tuga', 'hip hop tuga']",175909,False,Extravagante,85890
24-10-2019,Viet Nam,8,120698,38sxHKwaMeDAn4ppmilyas,['Hoang Thuy Linh'],['v-pop'],195455,False,Keo Ca Keo Ket,636149
14-04-2016,"Taiwan, Province of China",86,24957,38tI5vnYY5XD98RbMZCgLH,['CoCo Lee'],"['classic mandopop', 'taiwan pop', 'mandopop']",216333,False,月光愛人,143576
01-04-2021,Poland,29,365048,38ulSoRgKwpxJjTLIKneDl,"['PRO8L3M', 'Dawid Podsiadło', 'Duit']","['polish pop', 'talent show', 'polish hip hop', 'polish electronica']",231826,True,Freon,2101671
31-03-2022,Malaysia,193,58550,38umMmZQdeoOG7Zojor4g3,['keshi'],"['chill r&b', 'pop']",171019,True,ANGOSTURA,318592
20-10-2016,Norway,146,69471,38vpRgQBOhFXsqIfAHFV2A,['Skei & PT'],"['norwegian pop', 'trondersk musikk']",167476,False,Kursiv,69471
05-09-2019,Czechia,188,20918,38vtTNHApS0p2iDZs9rVQx,['Ben Cristovao'],"['czech hip hop', 'czech pop', 'czsk hip hop']",172800,False,Pro nas dva,488786
22-06-2017,Denmark,135,73424,38w2W94Z7yIT2LocSIXaP6,"['Kongsted', 'Tilly']","['danish electronic', 'danish pop', 'dakke dak']",179906,True,Gimme Love,73424
03-10-2019,Indonesia,200,185519,38yM3PwNtTSsb8UqEgqaUl,['.Feast'],['indonesian indie'],233310,True,Kami Belum Tentu,1718004
17-08-2017,Dominican Republic,68,15605,394Y9RWm9CWs1N59DKdeiS,['El Alfa'],"['reggaeton', 'trap latino', 'rap dominicano', 'dembow']",157817,False,El Tiempo Paso,15605
17-10-2019,Luxembourg,52,5883,397PYPEMsqHb0J8o67HRxW,"['YouNotUs', 'Janieck', 'Senex', 'Justin Prince']","['edm', 'dance pop', 'dutch pop', 'tropical house', 'pop dance', 'german dance']",215906,False,Narcotic - Justin Prince Club Mix,5883
23-07-2020,Japan,95,201172,398dL22bDbKbAmiOnPaq7o,['YOASOBI'],"['japanese teen pop', 'j-pop']",256773,False,たぶん,54965564
07-12-2017,France,27,640400,39CsSn6zBZXomZ0dhW59fN,['Jul'],"['francoton', 'rap marseille']",196240,False,Henrico,3058502
